,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
290,2503241491,20199,10.1016/J.EJPOLECO.2016.08.002,Journal,housing property rights and subjective wellbeing in urban china,Housing property rights and subjective wellbeing in urban China,,2016,2016-12-01,2016-08-04,Elsevier,100134864.0,,,45.0,45.0,160.0,174.0,58,40,74,European Journal of Political Economy,2503241491.0,19987.0,,2016-08-23,2157436964.0,56590836.0,3.0,Russell Smyth,"Department of Economics, Monash Business School, Monash University, Victoria 3800, Australia",13942.0,russell smyth,Russell Smyth,56590836.0,697.0,563.0,11931.0,2016-06-24
290,2503241491,20199,10.1016/J.EJPOLECO.2016.08.002,Journal,housing property rights and subjective wellbeing in urban china,Housing property rights and subjective wellbeing in urban China,,2016,2016-12-01,2016-08-04,Elsevier,100134864.0,,,45.0,45.0,160.0,174.0,58,40,74,European Journal of Political Economy,2503241491.0,19987.0,,2016-08-23,2559279491.0,56590836.0,2.0,Stephen P. King,"Department of Economics, Monash Business School, Monash University, Victoria 3800, Australia",15079.0,stephen p king,Stephen P. King,1279568006.0,158.0,125.0,1695.0,2016-12-08
290,2503241491,20199,10.1016/J.EJPOLECO.2016.08.002,Journal,housing property rights and subjective wellbeing in urban china,Housing property rights and subjective wellbeing in urban China,,2016,2016-12-01,2016-08-04,Elsevier,100134864.0,,,45.0,45.0,160.0,174.0,58,40,74,European Journal of Political Economy,2503241491.0,19987.0,,2016-08-23,2559279491.0,1279568006.0,2.0,Stephen P. King,"The Productivity Commission, Level 12, 530 Collins Street, Melbourne, Victoria 3000, Australia",15079.0,stephen p king,Stephen P. King,1279568006.0,158.0,125.0,1695.0,2016-12-08
291,2528250547,22171,10.1016/J.EJPOLECO.2017.01.002,Journal,suffrage labour markets and coalitions in colonial virginia,"Suffrage, labour markets and coalitions in colonial Virginia",,2017,2017-09-01,2017-01-25,ELSEVIER SCIENCE INC,100134864.0,,,49.0,49.0,108.0,122.0,56,3,3,European Journal of Political Economy,2528250547.0,20529.0,,2016-10-14,2019090683.0,115283149.0,2.0,Milena Nikolova,"The Brookings Institution, 1775 Massachusetts Ave NW, Washington, DC 20036, United States",16698.0,milena nikolova,Milena Nikolova,115283149.0,62.0,36.0,599.0,2016-06-24
291,2528250547,22171,10.1016/J.EJPOLECO.2017.01.002,Journal,suffrage labour markets and coalitions in colonial virginia,"Suffrage, labour markets and coalitions in colonial Virginia",,2017,2017-09-01,2017-01-25,ELSEVIER SCIENCE INC,100134864.0,,,49.0,49.0,108.0,122.0,56,3,3,European Journal of Political Economy,2528250547.0,20529.0,,2016-10-14,2558408537.0,315704651.0,1.0,Elena Nikolova,"The Leibniz-Institute for East and Southeast European Studies, Landshuter Straße 4, 93047 Regensburg, Germany",17173.0,elena nikolova,Elena Nikolova,45129253.0,43.0,27.0,177.0,2016-12-08
292,3121867830,20669,10.1016/J.EJPOLECO.2012.09.002,Journal,the political economy of corporate tax harmonization why do european politicians dis like minimum tax rates,The political economy of corporate tax harmonization — Why do European politicians (dis)like minimum tax rates? ☆,,2013,2013-03-01,2012-09-19,Elsevier,100134864.0,,,29.0,,18.0,37.0,60,19,19,European Journal of Political Economy,3121867830.0,20238.0,,2021-02-01,2128852672.0,177364143.0,2.0,Friedrich Heinemann,"Zentrum für Europäische Wirtschaftsforschung (ZEW), Department of Corporate Taxation and Public Finance, L 7, 1, 68161 Mannheim, Germany",14914.0,friedrich heinemann,Friedrich Heinemann,223822909.0,381.0,258.0,1730.0,2016-06-24
292,3121867830,20669,10.1016/J.EJPOLECO.2012.09.002,Journal,the political economy of corporate tax harmonization why do european politicians dis like minimum tax rates,The political economy of corporate tax harmonization — Why do European politicians (dis)like minimum tax rates? ☆,,2013,2013-03-01,2012-09-19,Elsevier,100134864.0,,,29.0,,18.0,37.0,60,19,19,European Journal of Political Economy,3121867830.0,20238.0,,2021-02-01,2274936712.0,56650554.0,1.0,Steffen Osterloh,"German Council of Economic Experts (Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung), Gustav-Stresemann-Ring 11, 65189 Wiesbaden, Germany",16561.0,steffen osterloh,Steffen Osterloh,56650554.0,63.0,39.0,469.0,2016-06-24
293,2084685144,20634,10.1111/1467-9485.5002003,Journal,quantifying central hypotheses on environmental kuznets curves for a rich economy a computable general equilibrium study,Quantifying Central Hypotheses on Environmental Kuznets Curves for a Rich Economy: A Computable General Equilibrium Study,,2003,2003-05-01,2003-06-02,Blackwell Publishing,111496547.0,,,50.0,2.0,149.0,173.0,88,67,68,Scottish Journal of Political Economy,3123444422.0,20598.0,,2016-06-24,169267293.0,1321605679.0,2.0,Taran Fæhn,"Statistics Norway,",16289.0,taran faehn,Taran Fæhn,1321605679.0,87.0,67.0,657.0,2016-06-24
293,2084685144,20634,10.1111/1467-9485.5002003,Journal,quantifying central hypotheses on environmental kuznets curves for a rich economy a computable general equilibrium study,Quantifying Central Hypotheses on Environmental Kuznets Curves for a Rich Economy: A Computable General Equilibrium Study,,2003,2003-05-01,2003-06-02,Blackwell Publishing,111496547.0,,,50.0,2.0,149.0,173.0,88,67,68,Scottish Journal of Political Economy,3123444422.0,20598.0,,2016-06-24,2166589094.0,1321605679.0,3.0,Birger Strøm,"Statistics Norway,",17372.0,birger strom,Birger Strøm,1321605679.0,25.0,22.0,262.0,2016-06-24
293,2084685144,20634,10.1111/1467-9485.5002003,Journal,quantifying central hypotheses on environmental kuznets curves for a rich economy a computable general equilibrium study,Quantifying Central Hypotheses on Environmental Kuznets Curves for a Rich Economy: A Computable General Equilibrium Study,,2003,2003-05-01,2003-06-02,Blackwell Publishing,111496547.0,,,50.0,2.0,149.0,173.0,88,67,68,Scottish Journal of Political Economy,3123444422.0,20598.0,,2016-06-24,2234218102.0,1321605679.0,1.0,Annegrete Bruvoll,"Statistics Norway,",15973.0,annegrete bruvoll,Annegrete Bruvoll,1321605679.0,75.0,69.0,1173.0,2016-06-24
294,2515411807,36003,10.1086/250903,Journal,l evolution economique et sociale de l industrie de la laine en angleterre laurent dechesne,L'Evolution économique et sociale de l'industrie de la laine en Angleterre. Laurent Dechesne,,1902,1902-12-01,,,95323914.0,,,11.0,1.0,118.0,121.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2312703702.0,,1.0,Thomas Walker Page,,18684.0,thomas walker page,Thomas Walker Page,,11.0,11.0,21.0,2016-06-24
295,2074223889,21173,10.1016/0176-2680(95)00006-J,Journal,national wage bargaining in an internationally integrated product market,National wage bargaining in an internationally integrated product market,,1995,1995-09-01,1999-11-16,North-Holland,100134864.0,,,11.0,3.0,503.0,520.0,14,43,65,European Journal of Political Economy,,,,2016-06-24,2096297016.0,135140700.0,1.0,Giacomo Corneo,"University of Bonn, Department of Economics, Adenauerallee 24–42, D-53113 Bonn, Germany",14885.0,giacomo corneo,Giacomo Corneo,75951250.0,174.0,118.0,3395.0,2016-06-24
296,1984025313,22339,10.1086/259648,Repository,a note on interest parity and the supply of arbitrage funds,A Note on Interest Parity and the Supply of Arbitrage Funds,,2015,2015-10-22,,The University of Chicago Press,95323914.0,,,78.0,3.0,540.0,545.0,12,37,56,Journal of Political Economy,,,,2016-06-24,135593521.0,,1.0,Martin F. J. Prachowny,,21078.0,martin f j prachowny,Martin F. J. Prachowny,,1.0,1.0,37.0,2016-06-24
297,3215533237,22451,10.1016/J.EJPOLECO.2021.102146,Journal,does clarity make central banks more engaging lessons from ecb communications,Does clarity make central banks more engaging? Lessons from ECB communications,,2021,2021-11-18,2021-11-18,North-Holland,100134864.0,,,,,102146.0,,55,1,1,European Journal of Political Economy,,,,2021-12-06,2885879345.0,909854389.0,1.0,Federico Maria Ferrara,"London School of Economics and Political Science – European Institute, Houghton Street, WC2A 2AE London, United Kingdom",18516.0,federico maria ferrara,Federico Maria Ferrara,909854389.0,14.0,12.0,13.0,2018-08-22
297,3215533237,22451,10.1016/J.EJPOLECO.2021.102146,Journal,does clarity make central banks more engaging lessons from ecb communications,Does clarity make central banks more engaging? Lessons from ECB communications,,2021,2021-11-18,2021-11-18,North-Holland,100134864.0,,,,,102146.0,,55,1,1,European Journal of Political Economy,,,,2021-12-06,3202133165.0,153515283.0,2.0,Siria Angino,"European Central Bank , Sonnemannstraße 20, 60314 Frankfurt am Main , Germany",19420.0,siria angino,Siria Angino,153515283.0,6.0,6.0,1.0,2021-10-11
298,2518328866,32757,10.1086/254401,Journal,der sinn des monopols in der gegenwartigen wirtschaftsordnung erich egner,Der Sinn des Monopols in der gegenwärtigen Wirtschaftsordnung. Erich Egner,,1932,1932-10-01,,,95323914.0,,,40.0,5.0,714.0,716.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2781201463.0,,1.0,Wassily Leontief,,17000.0,wassily leontief,Wassily Leontief,,5.0,4.0,224.0,2018-01-05
299,1496161473,25431,10.1016/0176-2680(93)90013-K,Repository,book and article reviewssouthern economic journal hans werner holub gottlieb tappeiner and veronika eberharter 1991 the iron law of important articles 58 317 328,"Book and article reviewsSouthern Economic Journal : Hans Werner Holub, Gottlieb Tappeiner and Veronika Eberharter, 1991, The Iron Law of Important Articles 58, 317-328",,1993,1993-08-01,,Elsevier,100134864.0,,,9.0,3.0,462.0,463.0,0,1,1,European Journal of Political Economy,,,,2016-06-24,1756292334.0,,1.0,Manfred J. Holler,,15180.0,manfred j holler,Manfred J. Holler,159176309.0,230.0,206.0,1874.0,2016-06-24
300,2508143441,31750,10.1086/255819,Journal,war time economics with special reference to australia e ronald walker,War-Time Economics: With Special Reference to Australia. E. Ronald Walker,,1941,1941-12-01,,,95323914.0,,,49.0,6.0,947.0,948.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2713855048.0,,1.0,J. B. Condliffe,,21226.0,j b condliffe,J. B. Condliffe,,1.0,1.0,0.0,2017-06-30
301,2134123856,22472,10.1111/J.1467-9485.1978.TB01186.X,Journal,the duration of registered vacancies an exploratory exercise,THE DURATION OF REGISTERED VACANCIES: AN EXPLORATORY EXERCISE,,1978,1978-02-01,,Blackwell Publishing Ltd,111496547.0,,,25.0,1.0,75.0,87.0,1,31,31,Scottish Journal of Political Economy,,,,2016-06-24,2720114213.0,7882870.0,1.0,P. B. Beaumont,*University of Glasgow.,18907.0,p b beaumont,P. B. Beaumont,7882870.0,2.0,2.0,37.0,2017-06-30
302,2006933683,22360,10.1086/261866,Journal,accumulation of human capital and the business cycle,Accumulation of Human Capital and the Business Cycle,,1993,1993-02-01,,The University of Chicago Press,95323914.0,,,101.0,1.0,73.0,99.0,4,14,14,Journal of Political Economy,,,,2016-06-24,1505371242.0,,1.0,Kyoji Fukao,,14957.0,kyoji fukao,Kyoji Fukao,111428342.0,285.0,231.0,2168.0,2016-06-24
302,2006933683,22360,10.1086/261866,Journal,accumulation of human capital and the business cycle,Accumulation of Human Capital and the Business Cycle,,1993,1993-02-01,,The University of Chicago Press,95323914.0,,,101.0,1.0,73.0,99.0,4,14,14,Journal of Political Economy,,,,2016-06-24,2064076487.0,,2.0,Masayuki Otaki,,16597.0,masayuki otaki,Masayuki Otaki,74801974.0,69.0,65.0,201.0,2016-06-24
303,2093569770,24383,10.1111/J.1467-9485.1985.TB01201.X,Journal,controlling and monitoring pollution a comment on the criminal waste discharger,CONTROLLING AND MONITORING POLLUTION: A COMMENT ON “THE CRIMINAL WASTE DISCHARGER”,,1985,1985-06-01,,Blackwell Publishing Ltd,111496547.0,,,32.0,2.0,171.0,180.0,2,2,2,Scottish Journal of Political Economy,,,,2016-06-24,1235022761.0,190082696.0,1.0,Ivy Papps,University of Durham.,17932.0,ivy papps,Ivy Papps,190082696.0,19.0,19.0,68.0,2016-06-24
304,2511213427,35205,10.1086/251390,Journal,robert owen a biography frank podmore,Robert Owen: A Biography. Frank Podmore,,1908,1908-01-01,,,95323914.0,,,16.0,1.0,47.0,48.0,0,0,0,Journal of Political Economy,,,,2016-09-16,1544949097.0,,1.0,Robert F. Hoxie,,17211.0,robert f hoxie,Robert F. Hoxie,,21.0,21.0,221.0,2016-06-24
305,2055071608,21512,10.1086/260743,Journal,on compulsory arbitration schemes,On Compulsory-Arbitration Schemes,,1979,1979-02-01,,The University of Chicago Press,95323914.0,,,87.0,1.0,131.0,159.0,11,75,162,Journal of Political Economy,,,,2016-06-24,2009985966.0,,1.0,Vincent P. Crawford,,13713.0,vincent p crawford,Vincent P. Crawford,40120149.0,110.0,83.0,10108.0,2016-06-24
306,2514914755,34201,10.1086/252457,Journal,an economic interpretation of the constitution of the united states charles a beard,An Economic Interpretation of the Constitution of the United States. Charles A. Beard,,1914,1914-05-01,,,95323914.0,,,22.0,5.0,492.0,495.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2158415628.0,,1.0,Chester W. Wright,,16010.0,chester w wright,Chester W. Wright,40347166.0,66.0,66.0,57.0,2016-06-24
307,2022638748,22537,10.1086/260311,Journal,some problems in the use of income contingent loans for the finance of higher education,Some Problems in the Use of Income-contingent Loans for the Finance of Higher Education,,1975,1975-02-01,,The University of Chicago Press,95323914.0,,,83.0,1.0,157.0,183.0,8,94,139,Journal of Political Economy,,,,2016-06-24,603834321.0,,1.0,Marc Nerlove,,12978.0,marc nerlove,Marc Nerlove,66946132.0,229.0,197.0,9163.0,2016-06-24
308,2511707626,30499,10.1086/254192,Journal,making the fascist state herbert w schneider,Making the Fascist State. Herbert W. Schneider,,1931,1931-02-01,,,95323914.0,,,39.0,1.0,132.0,133.0,0,3,3,Journal of Political Economy,,,,2016-09-16,2712212014.0,,1.0,Charles E. Merriam,,19228.0,charles e merriam,Charles E. Merriam,,4.0,4.0,5.0,2017-06-30
309,2143621930,22589,10.1111/J.1467-9485.1991.TB00314.X,Journal,equity prices dividends and gilt yields in the uk cointegration error correction and confidence,"EQUITY PRICES, DIVIDENDS AND GILT YIELDS IN THE UK: COINTEGRATION, ERROR CORRECTION AND ‘CONFIDENCE’",,1991,1991-08-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,38.0,3.0,242.0,255.0,19,24,24,Scottish Journal of Political Economy,,,,2016-06-24,2078436978.0,191240316.0,1.0,Terence C. Mills,"University of Hull and Midland Montagu Centre for Financial Markets, City University Business School",14631.0,terence c mills,Terence C. Mills,143804889.0,235.0,222.0,4581.0,2016-06-24
310,2514361396,33915,10.1086/253287,Journal,the nonpartisan league herbert e gaston,The Nonpartisan League. Herbert E. Gaston,,1920,1920-07-01,,,95323914.0,,,28.0,7.0,619.0,622.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2317066190.0,,1.0,James E. Boyle,,19840.0,james e boyle,James E. Boyle,,4.0,4.0,0.0,2016-06-24
311,3157535047,24583,10.1080/08911916.2021.1894826,Journal,keynes on economic stagnation and debt,Keynes on Economic Stagnation and Debt,,2021,2021-05-05,2021-05-05,Informa UK Limited,113957626.0,,,50.0,1.0,28.0,43.0,20,0,0,International Journal of Political Economy,,,,2021-05-10,3159329698.0,,1.0,George H. Blackford,"Independent Researcher, Flint, Michigan, USA",21226.0,george h blackford,George H. Blackford,,1.0,1.0,0.0,2021-05-10
312,1998990567,31919,10.1086/255142,Journal,gold parity depression in norway and denmark a reply to a rejoinder,Gold-Parity Depression in Norway and Denmark: A Reply to a Rejoinder,,1937,1937-12-01,,The University of Chicago Press,95323914.0,,,45.0,6.0,813.0,815.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2224470115.0,,1.0,C. Lawrence Christenson,,20128.0,c lawrence christenson,C. Lawrence Christenson,,3.0,3.0,0.0,2016-06-24
313,2051557254,35542,10.1086/250698,Journal,the taylor white process for tool steel,The Taylor White Process for Tool Steel,,1900,1900-09-01,,The University of Chicago Press,95323914.0,,,8.0,4.0,538.0,539.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2314472865.0,,1.0,Henry Rand Hatfield,,17353.0,henry rand hatfield,Henry Rand Hatfield,,19.0,19.0,211.0,2016-06-24
314,2134818204,21896,10.1016/S0176-2680(02)00102-7,Journal,extortion as an obstacle to economic growth a dynamic game analysis,Extortion as an obstacle to economic growth: a dynamic game analysis,,2002,2002-09-01,2002-06-05,North-Holland,100134864.0,,,18.0,3.0,499.0,516.0,12,9,9,European Journal of Political Economy,,,,2016-06-24,1321557185.0,145847075.0,2.0,G. Feichtinger,"Department of Operations Research and Systems Theory, Vienna University of Technology, Argentinierstraße 8, A-1040, Vienna, Austria",14375.0,gustav feichtinger,Gustav Feichtinger,145847075.0,391.0,363.0,4628.0,2016-06-24
314,2134818204,21896,10.1016/S0176-2680(02)00102-7,Journal,extortion as an obstacle to economic growth a dynamic game analysis,Extortion as an obstacle to economic growth: a dynamic game analysis,,2002,2002-09-01,2002-06-05,North-Holland,100134864.0,,,18.0,3.0,499.0,516.0,12,9,9,European Journal of Political Economy,,,,2016-06-24,1865172104.0,1174212.0,1.0,Herbert Dawid,"Department of Economics, University of Southern California, Los Angeles, CA, 90089, USA.",15081.0,herbert dawid,Herbert Dawid,20121455.0,243.0,185.0,2490.0,2016-06-24
314,2134818204,21896,10.1016/S0176-2680(02)00102-7,Journal,extortion as an obstacle to economic growth a dynamic game analysis,Extortion as an obstacle to economic growth: a dynamic game analysis,,2002,2002-09-01,2002-06-05,North-Holland,100134864.0,,,18.0,3.0,499.0,516.0,12,9,9,European Journal of Political Economy,,,,2016-06-24,2118561692.0,129774422.0,3.0,A. Novak,"Department of Statistics and Decision Support Systems, University of Vienna, Universitätsstraße 5, A-1010, Vienna, Austria",16506.0,andreas j novak,Andreas J. Novak,129774422.0,55.0,47.0,449.0,2016-06-24
315,2513967076,32648,10.1086/254380,Journal,state administered locally shared taxes ruth gillette hutchinson,State-administered Locally-shared Taxes. Ruth Gillette Hutchinson,,1932,1932-08-01,,,95323914.0,,,40.0,4.0,564.0,566.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2313391305.0,,1.0,Henry J. Bittermann,,17904.0,henry j bittermann,Henry J. Bittermann,,12.0,12.0,64.0,2016-06-24
316,1990924020,32745,10.1086/254006,Journal,the application of the sherman law to trade union activities,The Application of the Sherman Law to Trade-Union Activities,,1929,1929-04-01,,The University of Chicago Press,95323914.0,,,37.0,2.0,203.0,224.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2670528890.0,,1.0,G. W. Terborgh,,21200.0,g w terborgh,G. W. Terborgh,,1.0,1.0,1.0,2017-06-30
